zdjecie,product_id,old_name,new_name,collection,old_sku,old_sku_variants,old_regular_price,old_live_price,new_regular_price,new_live_price,lowest_price_30d,discount_pct,category,gender,shape,polarized,frame_colors,stock_status,total_sales,image_live_url,new_url
"=IMAGE(""https://goya-eight.vercel.app/products/GOYA-PG3026-P-A.jpg"")",255981,PG 3026,Fiesta,Coast,,GOYA PG 3026 P; GOYA PG 3026 F; GOYA PG 3026 Z; GOYA PG 3026 R,179,125.3,499,499,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Srebrny, Złoty",instock,28,https://goya-eight.vercel.app/products/GOYA-PG3026-P-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-pg-3026
"=IMAGE(""https://goya-eight.vercel.app/products/586_3.jpg"")",243881,G 2603 C1,Flor,Coast,Goya G 2603 C1,,129.0,90.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Czarny, Zielony",instock,0,https://goya-eight.vercel.app/products/586_3.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2603-c1
"=IMAGE(""https://goya-eight.vercel.app/products/624_4.jpg"")",243989,G 89083,Formentera,City,,Goya G 89083 C1; Goya G 89083 C4; Goya G 89083 C5,159,111.3,449,449,,0,Korekcyjne,Unisex,Kwadratowe,nie,"Czarny, Granatowy, Niebieski, Szary",instock,0,https://goya-eight.vercel.app/products/624_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-89083-c1
"=IMAGE(""https://goya-eight.vercel.app/products/2449_1.jpg"")",245019,G 55010,Fresno,Coast,,G 55010 BR; G 55010 GR; G 55010 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Aviator,tak,"Brązowy, Czarny, Grafitowy",instock,5,https://goya-eight.vercel.app/products/2449_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-55010-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/3177_1.jpg"")",253166,G 160,Frigiliana,City,,Goya G 160 CZ A; Goya G 160 BR B; Goya G 160 ZX C,149,104.3,449,449,,0,Przeciwsłoneczne,Unisex,Owalne,tak,"Brązowy, Czarny, Transparentny",instock,3,https://goya-eight.vercel.app/products/3177_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-160
"=IMAGE(""https://goya-eight.vercel.app/products/G_55054_GR_A.jpg"")",337493,G 55054 GR,Fulgor,Coast,G 55054 GR - C2,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Damskie,Aviator,tak,"Grafitowy, Szary",instock,2,https://goya-eight.vercel.app/products/G_55054_GR_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-55054-gr
"=IMAGE(""https://goya-eight.vercel.app/products/637_4.jpg"")",244045,GK 7078,Gala,Coast,,Goya GK 7078 C1; Goya GK 7078 C5,129,90.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Biały, Czarny, Złoty",instock,2,https://goya-eight.vercel.app/products/637_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-gk-7078-c1
"=IMAGE(""https://goya-eight.vercel.app/products/3130_1.jpg"")",245561,G 193 CZ,Getaria,City,GOYA G 193 CZ,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Unisex,Prostokątne,tak,Czarny,instock,2,https://goya-eight.vercel.app/products/3130_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-193-cz-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",244056,LF 81209 C4,Gracia,City,Goya LF 81209 C4,,99.0,69.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,Niebieski,instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-lf-81209-c4
"=IMAGE(""https://goya-eight.vercel.app/products/3128_1.jpg"")",245540,G 190 CZ,Grana,Coast,GOYA G 190 CZ,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Muchy,tak,Czarny,instock,6,https://goya-eight.vercel.app/products/3128_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-190-cz-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/2465_1.jpg"")",245226,G 55042,Halcón,City,,G 55042 GR; G 55042 CZ; G 55042 BR,149,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Kwadratowe,tak,"Brązowy, Czarny, Grafitowy",instock,10,https://goya-eight.vercel.app/products/2465_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-55042-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/3153_6.jpg"")",245765,G 180 GR,Hidalgo,City,GOYA G 180 GR,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Prostokątne,tak,Grafitowy,outofstock,1,https://goya-eight.vercel.app/products/3153_6.jpg,https://goya-eight.vercel.app/okulary/goya-g-180-gr-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-kopia
"=IMAGE(""https://goya-eight.vercel.app/products/968_6.jpg"")",244590,G1835 C3,Ibiza,Coast,GOYA G1835 C3,,109.0,76.3,349,349,,0,Przeciwsłoneczne,Unisex,Aviator,tak,Czarny,outofstock,3,https://goya-eight.vercel.app/products/968_6.jpg,https://goya-eight.vercel.app/okulary/goya-g1835-c3-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/658_4.jpg"")",244255,T 1013 C6,Jade,Weekend,Goya T 1013 C6,,129.0,90.3,399,399,,0,Korekcyjne,Damskie,Okrągłe,nie,"Czarny, Granatowy, Srebrny",instock,1,https://goya-eight.vercel.app/products/658_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-t-1013-c6
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",243903,okulary korekcyjne G 2635 C4,Jara,Coast,Goya G 2635 C4,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Kocie,nie,"Fioletowy, Niebieski, Szylkret",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2635-c4
"=IMAGE(""https://goya-eight.vercel.app/products/prof-298.jpeg"")",238105,G 55004 CZ,Jazmín,Coast,G 55004 CZ - C1,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Damskie,Aviator,tak,Czarny,instock,18,https://goya-eight.vercel.app/products/prof-298.jpeg,https://goya-eight.vercel.app/okulary/okulary-przeciwsloneczne-polaryzacyjne-dla-kierowcow-pilotki-goya-g-55004-cz
"=IMAGE(""https://goya-eight.vercel.app/products/619_4.jpg"")",243973,G 89087 C3,Jávea,Weekend,Goya G 89087 C3,,159.0,111.3,449,449,,0,Korekcyjne,Unisex,Okrągłe,nie,"Czarny, Granatowy",instock,0,https://goya-eight.vercel.app/products/619_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-89087-c3
"=IMAGE(""https://goya-eight.vercel.app/products/603_4.jpg"")",243913,G 2659 C1,Laurel,City,Goya G 2659 C1,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,"Biały, Czarny",instock,0,https://goya-eight.vercel.app/products/603_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2659-c1
"=IMAGE(""https://goya-eight.vercel.app/products/590_3.jpg"")",243885,G 2622 C1,Lavanda,City,Goya G 2622 C1,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,"Czarny, Różowy",instock,0,https://goya-eight.vercel.app/products/590_3.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2622-c1
"=IMAGE(""https://goya-eight.vercel.app/products/3163_1.jpg"")",245865,G 171,Levante,Weekend,,Goya G 171 ZX; Goya G 171 BR; Goya G 171 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Pozostałe,tak,"Brązowy, Czarny, Żółty",instock,19,https://goya-eight.vercel.app/products/3163_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-171-zx-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/G-21609-BR-A.jpg"")",253966,G 21609,Libre,Coast,,GOYA G 21609 CZ; GOYA G 21609 S; GOYA G 21609 BR,149,104.3,449,449,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Srebrny, Złoty",instock,21,https://goya-eight.vercel.app/products/G-21609-BR-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-21609
"=IMAGE(""https://goya-eight.vercel.app/products/585_4.jpg"")",243876,G 2611 C2,Lila,Coast,Goya G 2611 C2,,129.0,90.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Czarny, Czerwony",instock,1,https://goya-eight.vercel.app/products/585_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2611-c2
"=IMAGE(""https://goya-eight.vercel.app/products/2467_1.jpg"")",245250,G 9496,Lince,City,,G 9496 BR; G 9496 GR; G 9496 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Nerdy,tak,"Brązowy, Czarny, Grafitowy",instock,32,https://goya-eight.vercel.app/products/2467_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-g-9496-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/617_4.jpg"")",243963,G 2740,Lira,City,,Goya G 2740 C4; Goya G 2740 C2,109,76.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,"Brązowy, Czerwony, Fioletowy, Różowy, Żółty",instock,2,https://goya-eight.vercel.app/products/617_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2740-c2
"=IMAGE(""https://goya-eight.vercel.app/products/678_4.jpg"")",244376,G 95544 C3,Llanes,Coast,Goya G 95544 C3,,179.0,125.3,499,499,,0,Korekcyjne,Unisex,Aviator,nie,"Granatowy, Srebrny",instock,0,https://goya-eight.vercel.app/products/678_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-95544-c3
"=IMAGE(""https://goya-eight.vercel.app/products/3191_1.jpg"")",253071,G 148,Lucero,Weekend,,Goya G 148 ZX B; Goya G 148 CZ C,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Pozostałe,tak,"Brązowy, Czarny",instock,8,https://goya-eight.vercel.app/products/3191_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-148
"=IMAGE(""https://goya-eight.vercel.app/products/goya_A.jpg"")",421549,okulary przeciwsłoneczne z filtrem UV- G 1000 BR,Lumbre,City,G1000BR,,79.0,55.3,349,349,,0,Przeciwsłoneczne,Damskie,Prostokątne,nie,"Beżowy, Brązowy",instock,0,https://goya-eight.vercel.app/products/goya_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-uv-g-1000-br
"=IMAGE(""https://goya-eight.vercel.app/products/606_4.jpg"")",243924,G 2716 C1,Luna,City,Goya G 2716 C1,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,"Czarny, Szary",instock,0,https://goya-eight.vercel.app/products/606_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2716-c1
"=IMAGE(""https://goya-eight.vercel.app/products/3518_1.jpg"")",256193,A 0711,Luz,City,,GOYA A 0711 BR; GOYA A 0711 CZ,179,125.3,499,499,,0,Przeciwsłoneczne,Damskie,Kwadratowe,tak,"Brązowy, Srebrny, Szary, Transparentny",instock,20,https://goya-eight.vercel.app/products/3518_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-goya-a-0711
"=IMAGE(""https://goya-eight.vercel.app/products/581_4.jpg"")",243868,G 2618 C4,Magnolia,City,Goya G 2618 C4,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Prostokątne,nie,"Czarny, Niebieski",instock,0,https://goya-eight.vercel.app/products/581_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2618-c4
"=IMAGE(""https://goya-eight.vercel.app/products/3138_6.jpg"")",245673,G 186,Malaquita,Coast,,GOYA G 186 BR; Goya G 186 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Muchy,tak,"Brązowy, Czarny",instock,3,https://goya-eight.vercel.app/products/3138_6.jpg,https://goya-eight.vercel.app/okulary/goya-g-186-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/973_6.jpg"")",244629,G1926 C1,Mallorca,Coast,GOYA G1926 C1,,109.0,76.3,349,349,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Czarny, Złoty",instock,1,https://goya-eight.vercel.app/products/973_6.jpg,https://goya-eight.vercel.app/okulary/goya-g1926-c1-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/583_4.jpg"")",243870,G 2618 C1,Malva,City,Goya G 2618 C1,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Prostokątne,nie,"Czarny, Fioletowy",instock,2,https://goya-eight.vercel.app/products/583_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2618-c1
"=IMAGE(""https://goya-eight.vercel.app/products/G_55001_BR_A.jpg"")",334538,G 55001 BR,Mar,City,G 55001 BR - C3,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Męskie,Nerdy,tak,Brązowy,instock,3,https://goya-eight.vercel.app/products/G_55001_BR_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-55001-br
"=IMAGE(""https://goya-eight.vercel.app/products/692_4.jpg"")",244458,G 96512S,Marbella,City,,Goya G 96512S C2; Goya G 96512S C3,109,76.3,349,349,,0,Przeciwsłoneczne,Unisex,Prostokątne,nie,Czarny,instock,1,https://goya-eight.vercel.app/products/692_4.jpg,https://goya-eight.vercel.app/okulary/goya-g-96512s-c2-okulary-przeciwsloneczne
"=IMAGE(""https://goya-eight.vercel.app/products/G_55001_GR_A.jpg"")",334571,G 55001 GR,Marea,City,G 55001 GR - C2,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Męskie,Nerdy,tak,"Grafitowy, Szary",instock,0,https://goya-eight.vercel.app/products/G_55001_GR_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-55001-gr
"=IMAGE(""https://goya-eight.vercel.app/products/676_4.jpg"")",244363,G 94317 C2,Marfil,City,Goya G 94317 C2,,159.0,111.3,449,449,,0,Korekcyjne,Damskie,Kwadratowe,nie,"Brązowy, Różowy",instock,1,https://goya-eight.vercel.app/products/676_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-94317-c2
"=IMAGE(""https://goya-eight.vercel.app/products/3167_1.jpg"")",253178,G 170,Marina,City,,Goya G 170 BR; Goya G 170 CZ; Goya G 170 CZ/ZX,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Owalne,tak,"Brązowy, Czarny, Fioletowy",instock,6,https://goya-eight.vercel.app/products/3167_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-170
"=IMAGE(""https://goya-eight.vercel.app/products/971_3.jpg"")",244619,G100,Menorca,Coast,,Goya G100 C2; GOYA G100 C1,109,76.3,349,349,,0,Przeciwsłoneczne,Unisex,Aviator,tak,Złoty,instock,9,https://goya-eight.vercel.app/products/971_3.jpg,https://goya-eight.vercel.app/okulary/goya-g100-c1-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",243912,G 2659 C4,Menta,City,Goya G 2659 C4,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,"Biały, Czerwony, Fioletowy",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2659-c4
"=IMAGE(""https://goya-eight.vercel.app/products/3142_6.jpg"")",245694,G 185,Miel,Coast,,GOYA G 185 CZ; Goya G 185 ZX; Goya G 185 BR,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Muchy,tak,"Brązowy, Czarny, Transparentny",instock,8,https://goya-eight.vercel.app/products/3142_6.jpg,https://goya-eight.vercel.app/okulary/goya-g-185-cz-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/589_4.jpg"")",243884,G 2622 C2,Mirto,City,Goya G 2622 C2,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,"Fioletowy, Transparentny",instock,2,https://goya-eight.vercel.app/products/589_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2622-c2
"=IMAGE(""https://goya-eight.vercel.app/products/3194_1.jpg"")",253055,G 146,Mistral,Weekend,,Goya G 146 ZX A; Goya G 146 CZ C,149,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Pozostałe,tak,"Brązowy, Czarny",instock,2,https://goya-eight.vercel.app/products/3194_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-146
"=IMAGE(""https://goya-eight.vercel.app/products/672_4.jpg"")",244332,G 94411,Mojácar,Weekend,,Goya G 94411 C2; Goya G 94411 C4,199,139.3,499,499,,0,Korekcyjne,Unisex,Okrągłe,nie,"Czarny, Granatowy, Srebrny, Szary",instock,1,https://goya-eight.vercel.app/products/672_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-94411-c2
"=IMAGE(""https://goya-eight.vercel.app/products/2457_1.jpg"")",245155,G 55017,Monte,Coast,,G 55017 BR; G 55017 GR; G 55017 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Aviator,tak,"Brązowy, Czarny, Grafitowy",instock,3,https://goya-eight.vercel.app/products/2457_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-55017-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/3175_1.jpg"")",253171,G 161,Mundaka,City,,Goya G 161 S A; Goya G 161 GR B,149,104.3,449,449,,0,Przeciwsłoneczne,Unisex,Owalne,tak,"Czarny, Srebrny",instock,2,https://goya-eight.vercel.app/products/3175_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-161
"=IMAGE(""https://goya-eight.vercel.app/products/628_4.jpg"")",244009,GH 5001,Musa,Coast,,Goya GH 5001 C4; Goya GH 5001 C1; Goya GH 5001 C5,159,111.3,449,449,,0,Korekcyjne,Damskie,Kocie,nie,"Czarny, Czerwony, Fioletowy, Granatowy, Złoty",instock,4,https://goya-eight.vercel.app/products/628_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-gh-5001-c1
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",243918,okulary korekcyjne G 2657 C2,Nardo,Coast,Goya G 2657 C2,,199.0,139.3,499,499,,0,Korekcyjne,Damskie,Kocie,nie,"Brązowy, Czarny",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2657-c2
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",244103,RD 150 C4,Neblina,Coast,Goya RD 150 C4,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Kocie,nie,"Brązowy, Żółty",instock,1,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-rd-150-c4
"=IMAGE(""https://goya-eight.vercel.app/products/prof-368.jpeg"")",238836,G 8004,Nerja,Weekend,,G 8004 BR; G 8004 CZ,119,83.3,399,399,,0,Przeciwsłoneczne,Unisex,Pozostałe,tak,"Srebrny, Złoty",instock,4,https://goya-eight.vercel.app/products/prof-368.jpeg,https://goya-eight.vercel.app/okulary/brazowe-okulary-przeciwsloneczne-polaryzacyjne-goya-g-8004-br
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",244029,GL 6503 C3,Ninfa,Coast,Goya GL 6503 C3,,159.0,111.3,449,449,,0,Korekcyjne,Damskie,Kocie,nie,"Brązowy, Złoty",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-gl-6503-c3
"=IMAGE(""https://goya-eight.vercel.app/products/3132_1.jpg"")",245583,G 189,Noble,Drive,,GOYA G 189 CZM; GOYA G 189 CZ,119,83.3,399,399,,0,Przeciwsłoneczne,Męskie,Sportowe,tak,"Czarny, Wielokolorowy",instock,57,https://goya-eight.vercel.app/products/3132_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-189-czm-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/3157_6.jpg"")",245801,G 175 CZ,Norte,Drive,GOYA G 175 CZ,,129.0,90.3,399,399,,0,Przeciwsłoneczne,Męskie,Sportowe,tak,Czarny,instock,4,https://goya-eight.vercel.app/products/3157_6.jpg,https://goya-eight.vercel.app/okulary/goya-g-175-cz-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/608_3.jpg"")",243931,G 2714 C1,Nube,City,Goya G 2714 C1,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Prostokątne,nie,"Czarny, Transparentny",instock,0,https://goya-eight.vercel.app/products/608_3.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2714-c1
"=IMAGE(""https://goya-eight.vercel.app/products/prof-479.jpeg"")",239046,G 55T002,Nómada,City,,G 55T002 CZ; G 55T002 BR; G 55T002 GR,119,83.3,399,399,,0,Przeciwsłoneczne,Męskie,Nerdy,tak,"Brązowy, Czarny, Grafitowy",instock,24,https://goya-eight.vercel.app/products/prof-479.jpeg,https://goya-eight.vercel.app/okulary/okulary-przeciwsloneczne-polaryzacyjne-dla-kierowcow-goya-g-55t002-br
"=IMAGE(""https://goya-eight.vercel.app/products/G_55029_GR_A.jpg"")",337412,G 55029 GR,Ocaso,Coast,G 55029 GR - C2,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Damskie,Aviator,tak,"Grafitowy, Szary",instock,1,https://goya-eight.vercel.app/products/G_55029_GR_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-55029-gr
"=IMAGE(""https://goya-eight.vercel.app/products/3143_6.jpg"")",245701,G 184 C,Ocre,Coast,GOYA G 184 C,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Kocie,tak,"Czarny, Czerwony",instock,1,https://goya-eight.vercel.app/products/3143_6.jpg,https://goya-eight.vercel.app/okulary/goya-g-184-c-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/G_55001_CZ_A.jpg"")",334574,G 55001 CZ,Oleaje,City,G 55001 CZ - C1,,179.0,125.3,499,499,,0,Przeciwsłoneczne,Męskie,Nerdy,tak,Czarny,outofstock,8,https://goya-eight.vercel.app/products/G_55001_CZ_A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-55001-cz
"=IMAGE(""https://goya-eight.vercel.app/products/575_6.jpg"")",243887,okulary korekcyjne G 2619 C3,Oliva,City,Goya G 2619 C3,,119.0,83.3,399,399,,0,Korekcyjne,Damskie,Prostokątne,nie,"Czarny, Granatowy",instock,0,https://goya-eight.vercel.app/products/575_6.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2619-c3
"=IMAGE(""https://goya-eight.vercel.app/products/2445_1.jpg"")",244983,G 55006,Olmo,Coast,,G 55006 BR; G 55006 GR; G 55006 CZ,149,104.3,449,449,,0,Przeciwsłoneczne,Męskie,Aviator,tak,"Brązowy, Czarny, Grafitowy",instock,9,https://goya-eight.vercel.app/products/2445_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-55006-br-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/593_4.jpg"")",243888,G 2652 C3,Palma,Coast,Goya G 2652 C3,,109.0,76.3,349,349,,0,Korekcyjne,Damskie,Kocie,nie,"Biały, Czerwony",instock,1,https://goya-eight.vercel.app/products/593_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-2652-c3
"=IMAGE(""https://goya-eight.vercel.app/products/3182_1.jpg"")",253140,G 154 CZ,Perla,Weekend,Goya G 154 CZ,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Pozostałe,tak,Czarny,instock,0,https://goya-eight.vercel.app/products/3182_1.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-154-cz
"=IMAGE(""https://goya-eight.vercel.app/products/2649_1.jpg"")",245445,G 7107,Peñíscola,Coast,,G 7107 CZ; G 7107 Z,159,111.3,449,449,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Czarny, Złoty",instock,9,https://goya-eight.vercel.app/products/2649_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-7107-z-okulary-przeciwsloneczne-polaryzacyjne-dla-kierowcow
"=IMAGE(""https://goya-eight.vercel.app/products/683_4.jpg"")",244424,G 96303,Pino,City,,Goya G 96303 C3; Goya G 96303 C1,189,132.3,499,499,,0,Korekcyjne,Męskie,Prostokątne,nie,"Brązowy, Niebieski, Srebrny, Złoty",instock,9,https://goya-eight.vercel.app/products/683_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-96303-c3
"=IMAGE(""https://goya-eight.vercel.app/products/3170_1.jpg"")",245915,G 164,Poniente,City,Goya G 164 CZ,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Damskie,Prostokątne,tak,Czarny,instock,2,https://goya-eight.vercel.app/products/3170_1.jpg,https://goya-eight.vercel.app/okulary/goya-g-164-cz-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym
"=IMAGE(""https://goya-eight.vercel.app/products/G-21611-CZ-A.jpg"")",253959,G 21611 CZ,Portofino,Coast,GOYA G 21611 CZ,,149.0,104.3,449,449,,0,Przeciwsłoneczne,Unisex,Aviator,tak,"Czarny, Złoty",instock,2,https://goya-eight.vercel.app/products/G-21611-CZ-A.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-przeciwsloneczne-z-filtrem-polaryzacyjnym-g-21611-cz
"=IMAGE(""https://goya-eight.vercel.app/products/666_4.jpg"")",244295,G 94313,Proa,City,,Goya G 94313 C4; Goya G 94313 C3,159,111.3,449,449,,0,Korekcyjne,Męskie,Prostokątne,nie,"Czarny, Granatowy, Szary",instock,0,https://goya-eight.vercel.app/products/666_4.jpg,https://goya-eight.vercel.app/okulary/goya-okulary-korekcyjne-g-94313-c4
